,Street,Suburb,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
451,Canterbury Rd,Toorak,-37.8421,145.0104,The Dihnersaw and his Fionsay,-37.84086426374103,145.0087755153383,Breakfast Spot
452,Canterbury Rd,Toorak,-37.8421,145.0104,Manhattan,-37.84112264581439,145.0094029721883,Australian Restaurant
453,Canterbury Rd,Toorak,-37.8421,145.0104,Funkies,-37.840905137188116,145.0078071347904,Breakfast Spot
454,Canterbury Rd,Toorak,-37.8421,145.0104,Sezanas Coffee Shop,-37.841091169710275,145.00827217125203,Coffee Shop
455,Canterbury Rd,Toorak,-37.8421,145.0104,Laurent Bakery,-37.84103922693412,145.008823434092,Bakery
456,Canterbury Rd,Toorak,-37.8421,145.0104,Woolworths,-37.840441536725166,145.00864120511278,Grocery Store
457,Canterbury Rd,Toorak,-37.8421,145.0104,Tok H Centre,-37.840910705000574,145.0083949198471,Shopping Mall
458,Canterbury Rd,Toorak,-37.8421,145.0104,Browns Bakery,-37.84109,145.00934,Bakery
459,Canterbury Rd,Toorak,-37.8421,145.0104,Orita Japanese,-37.84051,145.01039,Japanese Restaurant
460,Canterbury Rd,Toorak,-37.8421,145.0104,Quaff,-37.84124,145.00887,Australian Restaurant
461,Canterbury Rd,Toorak,-37.8421,145.0104,Alexanders Cigar Merchants,-37.841202,145.010067,Smoke Shop
462,Canterbury Rd,Toorak,-37.8421,145.0104,Trak Centre,-37.84033147773071,145.007878987957,Shopping Mall
463,Canterbury Rd,Toorak,-37.8421,145.0104,Safeway,-37.841783601989015,145.01468181610107,Grocery Store
